id,english,japanese,part,level,wordbook_id,created_at,updated_at
1684,frankly,率直に,副詞,Advanced Stage,2,2020-10-11 17:26:03 +0900,2020-10-11 17:26:03 +0900
1685,hence,だから,副詞,Advanced Stage,2,2020-10-11 17:26:03 +0900,2020-10-11 17:26:03 +0900
1686,proclaim,と宣言する,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1687,smash,を粉々に砕く,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1688,mourn,を悲しむ,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1689,summon,を呼ぶ,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1690,shatter,を粉々にする,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1691,linger,残る,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1692,lament,を嘆く,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1693,beendowwith,に恵まれる,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1694,rejoice,喜ぶ,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1695,whip,をむち打つ,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1696,slap,をピシャリと打つ,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1697,contend that,と主張する,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1698,swear,と誓う,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1699,discern,を識別する,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1700,degrade,を悪化させる,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1701,erect,を築く,動詞,Final Stage,2,2020-10-11 17:26:05 +0900,2020-10-11 17:26:05 +0900
1702,testify,証言する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1703,spur,を駆りたてる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1704,roam,を歩き回る,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1705,chew,噛む,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1706,lure,誘い込む,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1707,defy,に逆らう,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1708,stroll,をぶらつく,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1709,dispense with,なしですます,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1710,reconcile with,を調和させる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1711,blur,をぼやかす,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1712,soothe,をなだめる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1713,impair,を低下させる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1714,comply with,従う,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1715,pierce,に穴を開ける,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1716,stumble,つまずく,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1717,hinder,を妨げる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1718,mock,をあざける,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1719,embody,を具現する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1720,insert,を差し込む,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1721,stalk,に忍び寄る,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1722,clarify,を明らかにする,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1723,applaud,拍手する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1724,inflict on,を与える,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1725,merge with,合併する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1726,reckon,と考える,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1727,undone,元に戻らない,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1728,poke,を突く,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1729,tumble,落ちる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1730,adhere to,固く守る,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1731,compile,をまとめる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1732,wither,しぼむ,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1733,stun,をびっくりさせる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1734,choke,喉が詰まる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1735,deteriorate,悪化する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1736,evade,を逃れる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1737,murmur,呟く,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1738,console,を慰める,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1739,duplicate,を複製する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1740,divert from,を反らす,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1741,slaughter,を虐殺する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1742,reap,を手に入れる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1743,affirm,と断言する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1744,knit,を編む,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1745,ponder,を熟考する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1746,embark on,乗り出す,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1747,vow,を誓う,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1748,foresee,を予知する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1749,adore,を崇拝する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1750,yearn for,切望する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1751,undermine,を弱める,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1752,suck,を吸う,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1753,pledge,を誓う,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1754,intrude on,立ち入る,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1755,sue,を訴える,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1756,rot,腐敗する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1757,extinguish,を消す,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1758,perplex,困惑させる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1759,curb,を抑制する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1760,withstand,に耐える,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1761,expel from,を追放する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1762,recite,を暗唱する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1763,glitter,輝く,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1764,plead,嘆願する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1765,contemplate,を考える,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1766,discharge,を放出する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1767,preach,説教する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1768,rattle,をがたがた鳴らす,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1769,retrieve,を検索する,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1770,shrug,をすくめる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1771,evoke,を呼び起こす,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1772,haunted,つきまとわれる,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1773,disguise,を隠す,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1774,flatter,にお世辞を言う,動詞,Final Stage,2,2020-10-11 17:26:06 +0900,2020-10-11 17:26:06 +0900
1775,prose,散文,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1776,germ,細菌,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1777,thermometer,温度計,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1778,province,州,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1779,masterpiece,傑作,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1780,revenue,収入,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1781,riot,暴動,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1782,breakthrough in,飛躍的進歩,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1783,apparatus,装置,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1784,makeafussabout,大騒ぎ,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1785,deficiency,欠乏,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1786,heir,相続人,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1787,at equator,赤道,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1788,petroleum,石油,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1789,certificate,証明書,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1790,vapor,蒸気,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1791,probe,探査機,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1792,doctrine,教義,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1793,scorn,軽蔑,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1794,prophets,預言者,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1795,breeze,そよ風,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1796,pavement,歩道,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1797,ornaments,飾り,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1798,spouse,配偶者,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1799,wrinkle,しわ,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1800,queue,列,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1801,stake,賭け金,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1802,ambassador to,大使,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1803,jury,陪審員,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1804,To dismay,落胆,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1805,lump,こぶ,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1806,lottery,宝くじ,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1807,outbreak,勃発,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1808,feat,偉業,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1809,temperament,気質,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1810,chill,寒気,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1811,deficit,赤字,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1812,predecessor,前任,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1813,entity,存在,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1814,hospitality,歓迎,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1815,mortality,死亡,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1816,narrative,話,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1817,segment,部分,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1818,catastrophe,大災害,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1819,monarch,君主,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1820,cradle,ゆりかご,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1821,coward,臆病者,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1822,cosmos,宇宙,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1823,aisle,通路,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1824,headquarters,本部,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1825,toll,通行料,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1826,transaction,取引,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1827,syndrome,症候群,名詞,Final Stage,2,2020-10-11 17:26:10 +0900,2020-10-11 17:26:10 +0900
1828,burglar,強盗,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1829,tyranny,圧政,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1830,parasite,寄生生物,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1831,intuition,直感,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1832,incentive to,励み,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1833,legacy,遺産,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1834,retail,小売り,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1835,vein,静脈,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1836,discourse on,論説,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1837,diploma,卒業証書,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1838,propaganda,宣伝,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1839,outlet,はけ,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1840,apprehension,不安,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1841,melancholy,憂鬱,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1842,novelty,目新しさ,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1843,specimen,標本,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1844,barbarian,野蛮人,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1845,tactics,戦術,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1846,monopoly,独占,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1847,token,印,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1848,aristocracy,貴族階級,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1849,takerevengeon,復讐,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1850,persecution,迫害,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1851,rhetoric,美辞麗句,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1852,sexual harassment,いやがらせ,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1853,census,国勢調査,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1854,onthevergeof,瀬戸際,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1855,advent of,出現,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1856,analogy,類似点,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1857,irrigation,灌漑,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1858,coverage,報道,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1859,cuisine,料理,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1860,menace,脅威,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1861,peril,危険,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1862,antiquity,古代,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1863,assault,攻撃,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1864,plight,苦境,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1865,autonomy,自主性,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1866,cram,塾,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1867,subsidy,補助金,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1868,indignation,怒り,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1869,slang,俗語,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1870,posture,姿勢,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1871,ideology,イデオロギー,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1872,supervisor,監督者,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1873,tumor,腫瘍,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1874,intersection,交差点,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1875,excursion,遠足,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1876,deforestation,森林破壊,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1877,precautions,用心,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1878,orchard,果樹園,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1879,shortcoming,欠点,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1880,aspiration,熱望,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1881,psychiatrist,精神科医,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1882,shipping,発送,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1883,Senator,上院議員,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1884,statesman,政治家,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1885,subordinate,部下,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1886,vacuum,空白,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1887,quest,探究,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1888,meditation,瞑想,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1889,subscribers,加入者,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1890,riddle,謎,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1891,rag,ぼろ,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1892,rust,さび,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1893,sanitation,衛生,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1894,inthemidstof,まっただ中,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1895,mischief,いたずら,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1896,weed,雑草,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1897,recollection,記憶,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1898,latitude,緯,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1899,flaw in,欠陥,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1900,Botanist,植物学者,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1901,heredity,遺伝,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1902,domain,領域,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1903,censorship,検閲制度,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1904,dose of,量,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
1905,integrity,誠実,名詞,Final Stage,2,2020-10-11 17:26:11 +0900,2020-10-11 17:26:11 +0900
